30,30,100,180
130,30,100,180
230,30,100,180
330,30,100,180
430,30,100,180
530,30,100,180
630,30,100,180
730,30,100,180
830,30,100,180
30,210,100,180
130,210,100,180
230,210,100,180
330,210,100,180
430,210,100,180
530,210,100,180
630,210,100,180
730,210,100,180
830,210,100,180
